"","Estimate","Std.err.","t-ratio(0)","p(2-sided)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"Int_LV_Beetle_Bequest_Medium_Class1",10.4810229576363,3.50622416980899,2.98926208081191,0.00279652145954357,4.05454597755041,2.58500532875162,0.00973774924091075
"Int_LV_Beetle_Encounter_High_Class1",9.39540254752964,3.76923817949217,2.49265291820733,0.0126792719933775,4.17577214280867,2.24997969865525,0.024450234054751
"Int_LV_Beetle_Existence_High_Class1",12.1822719481398,3.7651436431914,3.2355397569411,0.00121412976056789,4.01983824164335,3.0305378514832,0.00244118586229347
"Int_LV_Beetle_Bequest_High_Class1",12.0700142249503,4.64079498859069,2.60085055569665,0.00929929543665864,5.30295938162851,2.27609026513864,0.0228406076143755
"Int_LV_Wasp_Encounter_Medium_Class1",11.0157246498789,6.75187200988157,1.63150673380021,0.10278344015151,7.87640563334013,1.39857254218223,0.161941205015608
"Int_LV_Wasp_Existence_Medium_Class1",6.92023161953876,4.99021217396123,1.38676099899085,0.165514653285955,5.59327102222715,1.23724232064536,0.215997134234435
"Int_LV_Wasp_Bequest_Medium_Class1",1.53568509364828,5.41154244951329,0.283779552313482,0.776579325497743,5.83863682890215,0.263021170634626,0.792534261643086
"Int_LV_Wasp_Encounter_High_Class1",14.1666187135415,6.06746332691802,2.33485032380698,0.0195512412110654,6.71023286440601,2.11119628779016,0.03475544378583
"Int_LV_Wasp_Existence_High_Class1",12.5190544797505,5.71427482664431,2.19083870824293,0.0284634663995178,6.67607821190913,1.87521087716114,0.060763718356218
"Int_LV_Wasp_Bequest_High_Class1",10.6706690161976,7.20160873269016,1.48170629817201,0.138418460539293,8.11151972133782,1.31549566330065,0.188343373871867
"Int_LV_Bee_Encounter_Medium_Class2",9.41968415037014,3.42426556661446,2.75086262064753,0.00594385647608808,4.06396693000976,2.31785452800117,0.0204572284570268
"Int_LV_Bee_Existence_Medium_Class2",5.72864093722709,2.09484887738903,2.73463207731105,0.00624500358127555,2.52281802142162,2.27073093999819,0.023163270826235
"Int_LV_Bee_Bequest_Medium_Class2",8.40415922284908,8.24980095432884,1.01871054457856,0.308340405078203,7.6468455079356,1.09903609457358,0.271752322347968
"Int_LV_Bee_Encounter_High_Class2",4.10095178871316,1.78115043273644,2.30241742266134,0.0213116433705542,2.02303547033163,2.02712797123666,0.0426493269760628
"Int_LV_Bee_Existence_High_Class2",13.9334622682739,10.6663466539056,1.30630127825183,0.191450122600903,19.8482870354776,0.701998225003937,0.482680270394294
"Int_LV_Bee_Bequest_High_Class2",1.7260023229287,2.25635189430542,0.764952633179596,0.444299750667963,3.59519144369315,0.480086345876389,0.631165996769328
"Int_LV_Beetle_Encounter_Medium_Class2",-0.899491926333624,1.05931196904914,-0.849128446213085,0.3958098232739,2.05624515702747,-0.437443912395125,0.661789443719398
"Int_LV_Beetle_Existence_Medium_Class2",-1.69228633793206,1.17865844175569,-1.43577331479617,0.151066855485636,1.36817209360868,-1.23689581583885,0.216125763634281
